ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
465438,Male,No,33,Yes,Doctor,9.0,Low,6.0,Cat_4,D
467700,Male,Yes,57,Yes,Entertainment,,Average,2.0,Cat_6,C
467639,Male,Yes,50,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
460691,Female,No,26,No,Homemaker,8.0,Average,1.0,Cat_3,D
462659,Male,Yes,24,Yes,Entertainment,8.0,Average,2.0,Cat_6,A
466781,Male,Yes,35,Yes,Marketing,1.0,Average,4.0,Cat_3,A
465691,Male,No,26,Yes,Artist,,Low,,Cat_4,A
462844,Female,Yes,30,No,Engineer,0.0,Average,2.0,Cat_6,D
462269,Female,Yes,83,Yes,Artist,2.0,High,2.0,Cat_6,A
463391,Male,Yes,62,Yes,Doctor,5.0,Low,1.0,Cat_3,B
467804,Female,Yes,43,Yes,Artist,1.0,Average,2.0,Cat_6,C
462741,Female,No,26,Yes,Artist,2.0,Low,2.0,Cat_6,A
467166,Female,Yes,25,No,Homemaker,8.0,Average,2.0,Cat_6,D
465650,Female,No,32,No,Marketing,0.0,Low,4.0,Cat_6,A
459221,Male,Yes,70,No,Entertainment,,Low,1.0,Cat_6,B
465390,Female,No,27,Yes,Marketing,3.0,Low,3.0,Cat_6,D
467187,Male,Yes,47,No,Engineer,1.0,Average,3.0,Cat_6,C
464287,Female,Yes,35,Yes,Artist,,Average,3.0,Cat_2,C
467067,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,C
460735,Male,Yes,35,Yes,Engineer,1.0,Average,4.0,Cat_3,A
464994,Male,Yes,56,Yes,Artist,8.0,High,5.0,Cat_6,C
464174,Female,No,43,Yes,Engineer,0.0,Low,4.0,Cat_6,D
462109,Male,No,75,Yes,Lawyer,0.0,Low,1.0,Cat_6,D
465386,Male,No,36,Yes,Artist,0.0,Low,2.0,Cat_2,C
463576,Female,Yes,31,No,Doctor,0.0,Low,4.0,Cat_6,D
461688,Male,Yes,41,Yes,Executive,7.0,High,2.0,Cat_6,C
461735,Male,Yes,65,Yes,Lawyer,0.0,High,2.0,Cat_6,B
459387,Male,No,35,Yes,Doctor,0.0,Low,1.0,Cat_6,D
460646,Male,Yes,57,Yes,Entertainment,,Low,,Cat_3,C
462651,Male,Yes,38,No,Executive,,High,5.0,Cat_4,D
461319,Male,Yes,56,No,Artist,0.0,Average,2.0,Cat_6,C
463724,Male,No,29,No,Healthcare,0.0,Low,5.0,Cat_4,B
465225,Male,Yes,48,Yes,Engineer,0.0,Low,1.0,Cat_4,A
458998,Male,Yes,37,No,Doctor,9.0,High,2.0,Cat_6,D
464748,Female,Yes,52,No,Engineer,9.0,Average,5.0,Cat_4,B
463026,Male,Yes,28,Yes,Doctor,,Low,2.0,Cat_6,D
463915,Female,No,21,Yes,Healthcare,0.0,Low,5.0,Cat_2,D
465693,Female,Yes,25,Yes,Healthcare,1.0,High,4.0,Cat_4,A
466708,Male,No,66,No,Artist,1.0,Low,1.0,Cat_6,A
466134,Male,Yes,38,Yes,Doctor,0.0,High,3.0,Cat_6,C
465880,Female,No,45,No,Entertainment,1.0,Low,2.0,Cat_6,A
461707,Female,Yes,44,No,Artist,1.0,Average,4.0,Cat_6,C
461572,Female,Yes,57,Yes,Entertainment,0.0,Average,3.0,Cat_2,C
466710,Female,Yes,71,No,Artist,1.0,High,2.0,Cat_6,C
459868,Female,Yes,46,Yes,Engineer,1.0,Average,2.0,Cat_6,C
461669,Female,Yes,42,No,Engineer,0.0,Average,2.0,Cat_6,A
459848,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C
463779,Female,No,32,No,Healthcare,0.0,Low,,Cat_7,D
463450,Male,No,26,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
461052,Male,No,22,No,Healthcare,,Low,3.0,Cat_7,D
464077,Male,Yes,60,Yes,Artist,4.0,Low,2.0,Cat_6,C
463857,Male,No,58,No,Healthcare,0.0,High,4.0,Cat_7,B
460864,Female,No,20,Yes,Artist,0.0,Low,3.0,Cat_6,D
460938,Male,No,37,Yes,Artist,,Low,1.0,Cat_6,A
459068,Female,No,33,Yes,Healthcare,2.0,Low,2.0,Cat_6,A
459079,Female,Yes,84,Yes,Lawyer,,High,2.0,Cat_6,A
466885,Male,Yes,42,No,Executive,1.0,Average,4.0,Cat_6,B
464308,Female,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,B
459396,Female,No,50,Yes,Engineer,0.0,Low,1.0,Cat_6,B
465989,Female,No,29,No,Healthcare,9.0,Low,2.0,Cat_6,D
467195,Male,Yes,27,Yes,Executive,,High,2.0,Cat_6,A
462893,Female,Yes,52,No,Entertainment,1.0,Average,3.0,Cat_4,C
466712,Male,Yes,78,No,Doctor,1.0,Low,1.0,Cat_6,B
464941,Female,No,28,Yes,Healthcare,,Low,4.0,Cat_4,D
463148,Male,Yes,60,Yes,Marketing,1.0,High,5.0,Cat_6,C
459296,Male,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_6,C
462824,Male,Yes,38,No,Marketing,0.0,Average,3.0,Cat_4,B
462975,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,C
461689,Female,No,33,Yes,Artist,1.0,Low,2.0,Cat_2,C
466524,Female,Yes,45,Yes,Artist,0.0,Low,1.0,Cat_3,B
467188,Male,Yes,55,Yes,Artist,2.0,Low,2.0,Cat_6,B
461176,Female,Yes,66,No,Engineer,6.0,Average,4.0,Cat_5,B
464554,Female,No,35,Yes,Artist,0.0,Low,7.0,Cat_2,C
459193,Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_6,A
465781,Male,No,22,No,Healthcare,8.0,Low,,Cat_3,D
466359,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
459329,Female,Yes,71,No,Engineer,1.0,High,4.0,Cat_3,A
464164,Female,Yes,81,Yes,Lawyer,0.0,High,2.0,Cat_5,C
462036,Female,Yes,65,Yes,Lawyer,0.0,High,2.0,Cat_6,B
464570,Male,Yes,31,Yes,Doctor,0.0,Average,2.0,Cat_6,A
462780,Male,Yes,21,No,Healthcare,1.0,High,8.0,Cat_4,B
463999,Male,No,33,No,Engineer,1.0,Low,3.0,Cat_3,C
467550,Male,No,27,Yes,Doctor,0.0,Low,2.0,Cat_3,A
463236,Female,No,26,Yes,Healthcare,5.0,Low,2.0,Cat_6,D
467623,Male,Yes,76,Yes,,1.0,High,2.0,Cat_6,A
465823,Male,Yes,65,No,Entertainment,7.0,Average,4.0,Cat_4,D
464524,Female,Yes,27,No,Marketing,1.0,Low,2.0,Cat_6,A
462569,Female,No,32,No,Doctor,7.0,Low,4.0,Cat_6,D
462929,Male,No,40,No,Homemaker,,Low,1.0,Cat_4,A
462661,Female,Yes,62,Yes,Artist,2.0,High,3.0,Cat_6,C
466310,Female,Yes,40,No,Homemaker,0.0,Average,2.0,Cat_6,B
460298,Female,No,52,Yes,Lawyer,4.0,High,1.0,Cat_6,A
466775,Female,Yes,83,Yes,Lawyer,0.0,Low,2.0,Cat_5,C
463476,Male,Yes,53,Yes,Artist,3.0,Average,3.0,Cat_6,B
466626,Female,Yes,51,Yes,Healthcare,1.0,Average,2.0,Cat_7,C
461579,Female,Yes,43,Yes,Artist,4.0,High,3.0,Cat_3,C
467231,Male,No,20,No,Marketing,,Low,4.0,Cat_6,D
467650,Male,Yes,52,Yes,Artist,2.0,Average,4.0,Cat_7,A
462692,Female,Yes,35,No,Artist,,Average,2.0,Cat_6,B
467122,Male,Yes,73,No,Lawyer,0.0,High,2.0,Cat_6,C
461428,Male,No,49,Yes,Artist,1.0,High,1.0,Cat_6,C
465893,Female,Yes,43,No,Engineer,0.0,Average,2.0,Cat_6,B
459584,Female,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,D
461848,Male,No,36,No,Marketing,0.0,Low,2.0,Cat_1,D
464672,Male,No,19,No,Entertainment,0.0,High,6.0,Cat_4,A
465663,Female,No,70,Yes,Artist,0.0,Low,2.0,Cat_3,B
466108,Female,Yes,60,Yes,Executive,0.0,High,2.0,Cat_6,B
467418,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6,C
461547,Male,No,70,No,Entertainment,0.0,Low,1.0,Cat_6,B
463527,Female,No,35,No,Artist,13.0,Low,1.0,Cat_6,A
467798,Female,No,20,No,,,Low,2.0,Cat_6,D
463135,Male,Yes,46,Yes,Artist,5.0,Average,2.0,Cat_3,C
459764,Male,Yes,48,Yes,Artist,1.0,Average,2.0,Cat_4,B
460503,Male,No,41,Yes,Entertainment,0.0,Low,2.0,Cat_3,B
465094,Male,Yes,61,No,Artist,1.0,High,2.0,Cat_6,B
463037,Male,Yes,55,Yes,Entertainment,1.0,Average,4.0,Cat_6,B
466734,Female,Yes,65,Yes,Artist,1.0,Average,4.0,Cat_6,B
459140,Female,No,17,No,Healthcare,7.0,Low,6.0,Cat_2,D
466777,Female,Yes,49,Yes,Artist,8.0,Average,2.0,Cat_6,C
467204,Male,No,27,Yes,Healthcare,,Low,3.0,Cat_6,D
461155,Female,Yes,51,Yes,Artist,3.0,Average,2.0,Cat_3,B
462110,Male,Yes,34,Yes,Artist,14.0,Average,2.0,Cat_6,B
466902,Male,Yes,50,Yes,Doctor,0.0,Average,3.0,Cat_6,C
466999,Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
460818,Female,No,30,Yes,Healthcare,8.0,Low,,Cat_2,D
459559,Female,Yes,39,No,Engineer,,High,3.0,Cat_6,D
460751,Female,No,25,No,Artist,1.0,Average,3.0,Cat_6,D
465530,Female,Yes,56,Yes,Artist,1.0,Average,4.0,Cat_6,C
461823,Male,No,27,No,Healthcare,10.0,Low,4.0,Cat_6,C
460598,Female,Yes,35,Yes,Doctor,0.0,Average,3.0,Cat_3,A
460641,Male,,53,Yes,Artist,,Average,3.0,Cat_3,C
466743,Male,No,26,No,Entertainment,1.0,Low,2.0,Cat_6,A
459302,Female,Yes,57,Yes,Artist,,Average,4.0,Cat_2,C
459652,Female,No,26,No,Engineer,,Low,4.0,Cat_4,A
463166,Female,No,41,Yes,Healthcare,1.0,Low,1.0,Cat_4,A
460399,Male,No,26,Yes,Marketing,10.0,Low,1.0,Cat_6,D
459287,Male,No,36,Yes,Lawyer,1.0,Low,1.0,Cat_4,D
467613,Male,No,53,No,Artist,1.0,Average,6.0,Cat_6,A
460052,Female,No,79,Yes,Lawyer,1.0,Low,1.0,Cat_3,B
459408,Male,No,28,No,Doctor,,Low,1.0,Cat_7,D
463374,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
462916,Female,Yes,68,No,Artist,6.0,Average,3.0,Cat_6,C
463607,Female,No,29,Yes,Engineer,1.0,Low,5.0,Cat_1,B
465873,Male,No,35,Yes,Entertainment,13.0,Low,1.0,Cat_6,D
462942,Female,No,33,Yes,Entertainment,0.0,Low,4.0,Cat_4,A
462570,Male,No,29,No,Homemaker,1.0,Low,6.0,Cat_6,D
460374,Female,No,46,Yes,Artist,6.0,Low,2.0,Cat_6,C
459799,Male,Yes,47,Yes,Artist,1.0,Low,2.0,Cat_6,B
459833,Male,Yes,70,Yes,Executive,1.0,High,2.0,Cat_6,C
466469,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_3,D
459825,Female,No,22,No,Healthcare,0.0,Low,5.0,Cat_2,D
463329,Male,No,23,No,Healthcare,0.0,Low,6.0,Cat_3,D
461873,Male,No,29,Yes,Doctor,1.0,High,4.0,Cat_6,C
463963,Female,Yes,33,No,Engineer,5.0,High,3.0,Cat_6,D
459570,Male,No,27,Yes,Healthcare,,Low,3.0,Cat_6,D
463187,Female,Yes,51,No,Artist,8.0,Low,2.0,Cat_6,C
461676,Female,No,27,Yes,Engineer,1.0,Low,1.0,Cat_6,A
467508,Female,No,25,No,Doctor,1.0,Low,3.0,Cat_6,B
463508,Female,Yes,31,No,Engineer,0.0,Low,3.0,Cat_6,A
461769,Male,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,B
461264,Male,No,19,No,Doctor,0.0,Low,3.0,Cat_4,D
461666,Female,Yes,35,Yes,Artist,0.0,High,2.0,Cat_7,C
461166,Female,Yes,41,Yes,Entertainment,5.0,High,,Cat_3,D
461470,Male,Yes,43,Yes,Artist,2.0,Average,2.0,Cat_5,C
467367,Male,Yes,70,Yes,Entertainment,1.0,Low,2.0,Cat_6,B
462886,Male,Yes,70,No,Doctor,1.0,High,2.0,Cat_6,D
461064,Male,No,45,Yes,Artist,1.0,Low,5.0,Cat_6,C
467829,Male,No,22,Yes,Doctor,3.0,Low,4.0,Cat_2,D
466173,Male,No,28,No,Entertainment,1.0,Low,,Cat_3,A
460585,Male,No,49,No,Entertainment,1.0,Low,3.0,Cat_7,D
465120,Female,No,30,Yes,Healthcare,0.0,Low,4.0,Cat_6,D
460325,Female,No,63,No,Healthcare,3.0,Low,1.0,Cat_6,B
463544,Male,Yes,47,Yes,Executive,1.0,Average,4.0,Cat_6,C
460812,Female,Yes,59,No,Entertainment,1.0,Low,2.0,Cat_6,A
463826,Female,No,28,Yes,Healthcare,5.0,Low,,Cat_6,D
461846,Female,No,72,Yes,Artist,1.0,Low,2.0,Cat_2,B
464578,Male,No,26,Yes,Healthcare,0.0,Low,,Cat_6,D
461347,Female,Yes,37,Yes,Artist,5.0,High,3.0,Cat_6,B
459994,Male,No,25,No,Entertainment,0.0,Low,3.0,Cat_6,A
461999,Male,No,27,Yes,Doctor,0.0,Low,5.0,Cat_6,B
460079,Female,No,41,No,Doctor,0.0,Low,1.0,Cat_6,A
460716,Male,Yes,52,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
459526,Female,No,45,Yes,Healthcare,4.0,Low,1.0,Cat_6,A
464397,Female,Yes,40,Yes,Engineer,0.0,Average,2.0,Cat_6,C
464799,Male,No,35,No,Marketing,0.0,Low,4.0,Cat_4,D
466933,Female,Yes,52,No,Engineer,0.0,Low,,Cat_4,A
466366,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_2,D
464298,Male,No,26,No,Doctor,1.0,Low,1.0,Cat_5,A
463537,Female,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
463082,Male,No,32,Yes,Healthcare,9.0,Low,5.0,Cat_6,D
460993,Male,Yes,61,Yes,Artist,1.0,Average,4.0,Cat_6,C
461947,Female,No,33,Yes,Healthcare,0.0,Low,4.0,Cat_2,B
466428,Female,No,23,Yes,,0.0,Low,2.0,Cat_2,D
461876,Male,No,31,Yes,Entertainment,9.0,Low,2.0,Cat_6,D
467724,Male,Yes,46,No,Artist,1.0,High,3.0,Cat_6,B
461902,Female,Yes,52,Yes,Engineer,0.0,Low,3.0,Cat_6,B
465903,Female,No,51,Yes,Artist,0.0,Low,1.0,Cat_6,B
459577,Male,Yes,82,Yes,Lawyer,0.0,Low,1.0,Cat_6,D
465256,Male,No,22,No,Healthcare,,Low,5.0,Cat_2,D
462507,Male,No,39,No,Entertainment,0.0,High,3.0,Cat_6,A
466951,Female,Yes,52,Yes,Homemaker,0.0,High,3.0,Cat_6,C
460843,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_3,D
460410,Female,No,39,Yes,Artist,3.0,Low,4.0,Cat_6,D
467115,Male,Yes,91,Yes,Lawyer,0.0,Low,2.0,Cat_6,B
462686,Female,Yes,41,Yes,Entertainment,9.0,Average,4.0,,A
467888,Male,No,26,Yes,Doctor,0.0,Low,4.0,Cat_6,B
467425,Female,No,42,Yes,Artist,13.0,Low,1.0,Cat_6,C
462424,Female,Yes,38,No,Artist,0.0,Low,3.0,Cat_6,C
465327,Female,No,42,No,Entertainment,1.0,Low,1.0,Cat_6,D
466179,Male,Yes,71,No,Lawyer,0.0,Low,1.0,Cat_6,B
459545,Female,No,20,No,Healthcare,,Low,4.0,Cat_6,D
464683,Male,Yes,52,No,Engineer,0.0,Average,6.0,Cat_7,B
466284,Male,Yes,46,Yes,Artist,1.0,Average,5.0,Cat_2,C
461804,Female,No,43,Yes,Artist,0.0,Low,1.0,Cat_2,A
466343,Male,No,30,Yes,Doctor,0.0,Low,2.0,Cat_3,A
465069,Male,Yes,73,Yes,Healthcare,1.0,Average,3.0,Cat_6,C
466017,Female,Yes,45,Yes,Homemaker,1.0,Low,1.0,Cat_6,B
463897,Female,Yes,36,Yes,Homemaker,8.0,Average,5.0,Cat_6,B
462668,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,B
462794,Male,No,27,No,Healthcare,10.0,High,5.0,Cat_6,D
461919,Male,No,38,Yes,Doctor,0.0,Low,3.0,Cat_6,A
463091,Female,Yes,38,Yes,Homemaker,8.0,Average,1.0,Cat_6,D
465789,Male,No,18,No,Healthcare,4.0,Low,4.0,Cat_4,D
460851,Male,Yes,69,No,Doctor,0.0,Average,3.0,Cat_6,B
462519,Male,No,22,No,Healthcare,1.0,Low,5.0,Cat_4,D
459218,Male,Yes,88,Yes,Lawyer,0.0,High,3.0,Cat_6,C
465697,Female,Yes,47,No,Artist,7.0,Low,1.0,Cat_6,C
465413,Female,Yes,43,Yes,Engineer,0.0,High,3.0,Cat_6,A
461228,Male,Yes,26,No,Doctor,9.0,Low,6.0,Cat_6,D
462376,Male,Yes,71,Yes,Executive,0.0,High,2.0,Cat_6,B
462401,Male,Yes,31,No,Executive,1.0,Average,2.0,Cat_4,D
463337,Female,Yes,33,Yes,Entertainment,1.0,Low,2.0,Cat_3,A
465283,Male,Yes,53,No,Executive,0.0,Average,2.0,Cat_4,B
465271,Male,No,47,No,Executive,0.0,High,5.0,Cat_6,B
463594,Female,Yes,35,Yes,Artist,7.0,Average,2.0,Cat_6,C
459318,Female,No,32,Yes,Engineer,0.0,Low,3.0,Cat_6,D
460234,Female,No,20,No,Healthcare,4.0,Low,6.0,Cat_2,D
461303,Female,No,23,No,Doctor,7.0,Low,4.0,Cat_2,C
466656,Male,Yes,87,Yes,Marketing,1.0,High,2.0,Cat_6,C
465888,Male,Yes,37,Yes,Doctor,8.0,High,2.0,Cat_6,A
460909,Female,No,31,Yes,Healthcare,,Low,2.0,Cat_6,D
464464,Male,Yes,28,No,Healthcare,0.0,Low,4.0,Cat_2,C
459558,Male,No,30,Yes,Entertainment,0.0,Low,3.0,Cat_7,D
460964,Male,Yes,84,No,Engineer,1.0,Low,2.0,Cat_6,A
462605,Male,Yes,82,No,Executive,1.0,High,2.0,Cat_4,D
462912,Female,No,26,Yes,Homemaker,8.0,Low,2.0,Cat_6,D
459822,Female,No,37,Yes,Engineer,0.0,Low,1.0,Cat_4,D
463879,Male,Yes,45,Yes,Executive,0.0,Low,2.0,Cat_6,C
467327,Male,Yes,52,Yes,Artist,3.0,Average,4.0,Cat_6,C
458990,Female,Yes,71,No,Artist,1.0,High,3.0,Cat_6,D
467050,Female,No,21,No,Engineer,0.0,Low,5.0,Cat_2,B
467072,Male,Yes,63,No,Executive,1.0,Low,3.0,Cat_6,C
467656,Male,No,31,Yes,Healthcare,1.0,Low,5.0,Cat_3,D
466488,Male,Yes,62,Yes,Entertainment,0.0,Average,6.0,Cat_7,C
465259,Female,No,23,No,Healthcare,,Low,4.0,Cat_1,D
466525,Male,Yes,33,Yes,Artist,0.0,Average,2.0,Cat_6,B
458991,Female,Yes,85,Yes,Lawyer,3.0,High,2.0,Cat_6,A
459157,Male,No,37,Yes,Engineer,1.0,Low,1.0,Cat_6,D
464738,Female,Yes,66,No,Engineer,0.0,Average,2.0,Cat_4,A
460537,Male,No,33,Yes,Artist,0.0,Low,3.0,Cat_3,A
461493,Female,No,33,Yes,Artist,8.0,Average,3.0,Cat_6,A
463959,Female,No,37,No,Entertainment,1.0,Low,1.0,Cat_7,B
460076,Female,No,49,Yes,,0.0,Low,2.0,Cat_6,D
460654,Female,No,47,No,Marketing,0.0,Average,2.0,Cat_4,D
461192,Female,Yes,46,Yes,Artist,,High,,Cat_6,C
459438,Female,Yes,71,Yes,Artist,0.0,High,2.0,Cat_6,C
459593,Male,No,19,No,Healthcare,,Low,4.0,Cat_6,D
466330,Male,No,29,No,Doctor,0.0,Low,3.0,Cat_3,C
459638,Male,Yes,25,Yes,Healthcare,,Low,,Cat_6,D
462449,Male,No,19,No,Marketing,1.0,Low,3.0,Cat_3,D
459409,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6,B
462411,Male,No,40,Yes,Homemaker,8.0,Low,1.0,Cat_2,A
460859,Male,Yes,50,Yes,Entertainment,,Low,4.0,Cat_6,D
463203,Female,No,20,No,Healthcare,1.0,Low,3.0,Cat_5,D
466178,Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,C
461703,Female,Yes,29,Yes,Healthcare,0.0,Low,2.0,Cat_4,A
459914,Female,No,38,Yes,Artist,2.0,Low,1.0,Cat_4,D
459650,Male,Yes,38,Yes,Entertainment,,Low,2.0,Cat_5,D
462470,Male,Yes,80,Yes,Executive,3.0,Low,1.0,Cat_6,B
460822,Male,Yes,41,Yes,Engineer,0.0,Low,2.0,Cat_6,A
459870,Male,Yes,49,No,Executive,11.0,High,4.0,Cat_6,A
462714,Female,Yes,40,Yes,Engineer,1.0,High,5.0,Cat_2,B
465569,Male,Yes,35,Yes,Artist,1.0,High,3.0,Cat_4,A
459346,Male,Yes,47,Yes,Executive,0.0,Average,5.0,Cat_2,B
462033,Male,No,32,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
465158,Female,No,45,Yes,Engineer,1.0,Low,1.0,Cat_6,A
466447,Female,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_7,B
463267,Male,Yes,31,No,Healthcare,9.0,Low,1.0,Cat_4,A
459370,Male,No,18,No,Healthcare,13.0,Low,4.0,Cat_6,D
463067,Female,No,42,Yes,Homemaker,7.0,Low,1.0,Cat_6,A
466955,Male,Yes,57,No,Entertainment,0.0,Low,4.0,Cat_3,A
462707,Female,Yes,55,Yes,Artist,0.0,Average,4.0,Cat_6,C
464229,Female,No,26,No,Engineer,2.0,Low,7.0,Cat_6,D
464918,Male,No,40,No,Marketing,1.0,Low,1.0,Cat_4,D
464780,Female,No,32,No,Engineer,1.0,Low,9.0,Cat_4,D
464776,Female,Yes,47,No,Engineer,,Average,5.0,Cat_4,B
464413,Female,Yes,36,Yes,Engineer,0.0,Low,1.0,Cat_5,B
460288,Male,Yes,61,Yes,Healthcare,1.0,Average,7.0,Cat_3,B
464024,Male,No,20,No,Healthcare,0.0,Low,5.0,Cat_7,D
460347,Female,Yes,40,Yes,Artist,14.0,Low,2.0,Cat_6,C
459359,Male,Yes,46,Yes,Entertainment,,Average,4.0,Cat_1,C
461932,Female,No,21,No,Healthcare,3.0,Low,2.0,Cat_4,D
460028,Female,Yes,38,Yes,Healthcare,11.0,Average,2.0,Cat_2,D
461600,Male,No,30,No,Marketing,1.0,Low,5.0,Cat_1,C
465299,Male,Yes,56,Yes,Executive,,High,2.0,Cat_6,B
461172,Female,Yes,71,Yes,Lawyer,1.0,Low,1.0,Cat_3,A
462466,Male,Yes,52,Yes,Executive,0.0,High,4.0,Cat_6,C
461342,Male,Yes,43,No,Executive,3.0,High,4.0,Cat_6,B
465176,Female,Yes,55,Yes,Artist,1.0,Average,4.0,Cat_6,C
464896,Female,Yes,76,No,Executive,1.0,High,2.0,Cat_4,A
460699,Male,No,28,Yes,Executive,9.0,Low,1.0,Cat_6,A
463649,Male,No,22,No,Doctor,0.0,Low,4.0,Cat_6,B
463886,Female,No,38,Yes,Artist,1.0,Low,2.0,Cat_6,C
462318,Female,Yes,82,No,Lawyer,0.0,Average,2.0,Cat_6,A
464883,Male,Yes,37,No,Engineer,1.0,Low,4.0,Cat_4,A
460085,Female,No,37,Yes,Marketing,0.0,Low,1.0,Cat_6,D
466930,Male,No,32,No,Healthcare,2.0,Low,2.0,Cat_6,A
461471,Female,Yes,73,Yes,Artist,1.0,Average,2.0,Cat_2,C
458997,Male,Yes,61,Yes,Artist,1.0,Average,2.0,Cat_6,B
460771,Male,Yes,86,Yes,Artist,0.0,Low,,Cat_6,A
466995,Female,No,35,Yes,Artist,8.0,Low,,Cat_6,A
463258,Female,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,A
460694,Female,Yes,53,No,Engineer,3.0,Low,1.0,Cat_6,A
464456,Male,Yes,27,Yes,Artist,1.0,Low,4.0,Cat_6,C
463188,Female,Yes,48,Yes,Artist,2.0,Low,2.0,Cat_6,C
465739,Female,No,87,No,Lawyer,1.0,Low,2.0,Cat_6,A
460289,Female,Yes,60,Yes,Artist,2.0,Average,6.0,Cat_4,C
464440,Male,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,A
465960,Female,No,32,Yes,Marketing,8.0,Low,1.0,Cat_6,D
460839,Male,No,23,No,Executive,4.0,Low,3.0,Cat_6,D
464669,Female,Yes,42,No,Engineer,0.0,Low,4.0,Cat_4,D
459667,Female,Yes,50,Yes,Healthcare,1.0,High,6.0,Cat_5,C
462003,Male,Yes,79,No,Lawyer,9.0,Low,3.0,Cat_6,D
463384,Female,No,29,Yes,Marketing,1.0,Average,5.0,Cat_3,D
465857,Female,No,40,Yes,Doctor,1.0,Low,1.0,Cat_5,B
465541,Female,Yes,45,Yes,Artist,1.0,High,4.0,Cat_7,C
467319,Male,No,26,No,Engineer,8.0,Low,2.0,Cat_6,A
460863,Male,Yes,66,Yes,Artist,0.0,Low,5.0,Cat_6,A
459866,Female,No,51,Yes,Artist,,Low,1.0,Cat_6,B
461424,Male,Yes,63,No,Healthcare,0.0,Average,4.0,Cat_4,B
459065,Male,Yes,51,Yes,Engineer,,Low,2.0,Cat_6,D
466837,Female,No,38,Yes,Marketing,9.0,Low,4.0,Cat_5,D
460811,Female,Yes,52,No,Engineer,1.0,High,2.0,Cat_2,A
466795,Male,,55,Yes,Entertainment,,Average,5.0,Cat_6,B
464136,Male,Yes,69,Yes,Artist,0.0,Average,3.0,Cat_6,A
467815,Female,Yes,69,Yes,Artist,0.0,High,2.0,Cat_6,C
466610,Male,No,19,No,Marketing,0.0,Low,5.0,Cat_6,A
459945,Male,Yes,48,Yes,Artist,0.0,Low,2.0,Cat_6,C
464376,Male,Yes,58,Yes,Artist,2.0,Low,1.0,Cat_6,A
460678,Female,No,31,No,Doctor,6.0,Low,2.0,Cat_3,A
459904,Male,Yes,38,Yes,Artist,6.0,Average,4.0,Cat_6,C
459380,Male,Yes,62,Yes,Artist,1.0,Low,1.0,Cat_6,A
465856,Male,Yes,41,Yes,Artist,11.0,High,2.0,Cat_6,A
467162,Male,No,26,No,Homemaker,9.0,Low,,Cat_4,D
467248,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6,C
459463,Female,Yes,62,Yes,Artist,,Average,3.0,Cat_6,C
461525,Male,Yes,68,Yes,Lawyer,1.0,Low,2.0,Cat_2,D
464954,Male,No,23,Yes,Healthcare,1.0,Low,4.0,Cat_4,D
466016,Female,No,48,Yes,Homemaker,1.0,Low,1.0,Cat_3,B
464992,Male,Yes,67,Yes,Executive,0.0,High,2.0,Cat_6,C
465110,Male,Yes,42,Yes,Entertainment,9.0,Low,5.0,Cat_6,D
460803,Female,No,26,No,Marketing,0.0,Low,4.0,Cat_4,D
467526,Male,No,21,No,Healthcare,,Low,3.0,Cat_6,D
459513,Female,No,32,No,Healthcare,3.0,Low,2.0,Cat_6,C
463680,Female,No,37,No,Engineer,1.0,Low,3.0,Cat_3,A
461201,Female,No,59,Yes,Artist,,Low,1.0,Cat_6,C
459154,Male,Yes,88,Yes,Lawyer,0.0,High,2.0,Cat_6,A
464703,Male,Yes,40,No,Doctor,1.0,Average,5.0,Cat_4,A
459327,Male,No,50,No,Doctor,9.0,Low,3.0,Cat_6,D
461877,Female,No,38,Yes,Artist,7.0,Low,2.0,Cat_6,B
